Age,BusinessTravel,Department,DistanceFromHome,Education,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,Attrition
50,Travel_Rarely,Research & Development,1,2,Male,4,Research Director,4,Divorced,17399,No,22,4,1,32,5,1,No
33,Travel_Frequently,Research & Development,1,4,Female,2,Healthcare Representative,2,Married,5488,Yes,13,3,1,6,6,1,No
41,Travel_Frequently,Research & Development,9,3,Male,5,Research Director,3,Divorced,19419,No,17,3,1,21,18,0,No
27,Travel_Rarely,Research & Development,16,4,Female,1,Laboratory Technician,2,Married,2811,No,14,3,1,4,2,2,No
45,Non-Travel,Research & Development,23,2,Male,2,Laboratory Technician,1,Married,3633,Yes,15,3,1,9,9,0,No
47,Travel_Rarely,Sales,4,2,Female,2,Sales Executive,4,Single,4163,Yes,17,3,0,9,9,0,No
30,Travel_Rarely,Research & Development,22,3,Female,1,Research Scientist,3,Married,2132,Yes,11,3,0,7,5,0,Yes
50,Travel_Rarely,Research & Development,24,3,Male,4,Manufacturing Director,3,Married,13973,Yes,18,3,1,22,12,1,No
38,Travel_Frequently,Research & Development,10,1,Male,1,Research Scientist,3,Married,2684,No,17,3,1,3,2,0,No
46,Travel_Rarely,Research & Development,7,2,Male,3,Manufacturing Director,3,Divorced,10845,No,13,3,1,13,8,0,No
24,Travel_Rarely,Research & Development,17,1,Female,2,Manufacturing Director,3,Divorced,4377,No,15,3,2,5,4,3,No
35,Travel_Rarely,Research & Development,14,4,Male,1,Laboratory Technician,2,Divorced,3743,Yes,24,4,1,5,4,0,Yes
31,Travel_Frequently,Research & Development,1,1,Female,2,Manufacturing Director,1,Married,4148,No,12,3,1,4,4,0,No
18,Non-Travel,Research & Development,5,2,Male,1,Research Scientist,4,Single,1051,No,15,3,0,0,0,0,No
54,Travel_Rarely,Research & Development,17,3,Female,3,Manufacturing Director,3,Married,10739,No,11,3,1,22,10,0,No
35,Travel_Rarely,Research & Development,25,4,Female,3,Healthcare Representative,3,Divorced,10388,Yes,11,3,1,16,16,10,No
30,Travel_Rarely,Research & Development,8,2,Female,3,Research Director,1,Married,11416,Yes,12,3,3,9,8,1,No
20,Travel_Rarely,Research & Development,11,3,Female,1,Research Scientist,1,Single,2600,Yes,15,3,0,1,1,0,Yes
30,Travel_Frequently,Research & Development,5,3,Female,1,Laboratory Technician,2,Single,2422,No,17,3,0,4,3,1,Yes
26,Travel_Rarely,Research & Development,2,2,Male,2,Manufacturing Director,4,Married,5472,No,12,3,0,8,8,1,No
22,Travel_Rarely,Research & Development,8,1,Male,1,Laboratory Technician,1,Married,2451,No,15,3,1,4,4,1,No
48,Travel_Rarely,Research & Development,6,3,Male,2,Healthcare Representative,3,Single,4240,No,13,3,0,19,2,2,No
48,Travel_Rarely,Research & Development,4,4,Male,3,Healthcare Representative,3,Single,10999,No,14,3,0,27,15,4,No
41,Travel_Rarely,Research & Development,7,2,Female,2,Manufacturing Director,3,Single,5003,No,14,3,0,8,2,2,No
39,Travel_Rarely,Research & Development,1,1,Female,4,Manufacturing Director,4,Married,12742,No,16,3,1,21,21,11,No
27,Travel_Rarely,Research & Development,2,4,Female,2,Manufacturing Director,4,Married,4227,No,18,3,1,4,3,2,No
35,Travel_Rarely,Research & Development,10,3,Male,1,Laboratory Technician,4,Divorced,3917,No,20,4,1,3,3,1,No
42,Travel_Rarely,Sales,5,2,Male,5,Manager,3,Married,18303,No,13,3,0,21,1,0,No
50,Travel_Rarely,Research & Development,9,3,Male,1,Laboratory Technician,4,Married,2380,No,18,3,0,8,1,0,No
59,Travel_Rarely,Research & Development,2,3,Female,4,Manufacturing Director,4,Single,13726,Yes,13,3,0,30,5,4,No
37,Travel_Rarely,Research & Development,11,2,Female,2,Healthcare Representative,2,Married,4777,No,15,3,0,15,1,0,Yes
55,Travel_Frequently,Research & Development,18,4,Male,2,Healthcare Representative,2,Married,6385,Yes,14,3,2,17,8,6,No
41,Non-Travel,Research & Development,7,1,Female,5,Research Director,3,Divorced,19973,No,22,4,2,21,21,5,No
38,Travel_Rarely,Sales,3,4,Male,2,Sales Executive,4,Single,6861,Yes,12,3,0,19,1,0,No
26,Non-Travel,Sales,29,2,Male,2,Sales Executive,1,Single,4969,No,18,3,0,7,2,2,Yes
52,Travel_Rarely,Sales,2,1,Female,5,Manager,4,Married,19845,No,15,3,1,33,32,6,Yes
44,Travel_Rarely,Sales,28,3,Female,4,Sales Executive,4,Married,13320,Yes,18,3,1,23,12,11,No
50,Non-Travel,Sales,1,3,Female,2,Sales Executive,3,Married,6347,No,12,3,1,19,18,0,No
36,Travel_Rarely,Research & Development,16,4,Female,1,Laboratory Technician,1,Single,2743,No,16,3,0,18,17,15,Yes
39,Travel_Frequently,Research & Development,22,3,Female,3,Manufacturing Director,1,Single,10880,Yes,13,3,0,21,21,2,No
33,Non-Travel,Sales,8,1,Female,1,Sales Representative,4,Single,2342,No,19,3,0,3,2,2,No
45,Travel_Rarely,Sales,11,2,Female,4,Manager,4,Married,17650,No,13,3,1,26,9,1,No
32,Non-Travel,Research & Development,29,4,Female,1,Laboratory Technician,3,Single,4025,No,12,3,0,10,8,7,No
34,Travel_Rarely,Sales,1,4,Male,2,Sales Executive,4,Divorced,9725,No,11,3,1,16,15,0,No
59,Travel_Rarely,Sales,1,2,Male,3,Manager,4,Married,11904,Yes,14,3,1,14,6,0,No
45,Travel_Rarely,Human Resources,24,4,Male,1,Human Resources,2,Single,2177,No,16,3,0,6,6,0,No
53,Travel_Frequently,Sales,2,3,Female,3,Sales Executive,2,Married,7525,No,12,3,1,30,15,6,No
36,Travel_Rarely,Research & Development,15,3,Male,2,Laboratory Technician,3,Divorced,4834,No,14,3,1,9,1,0,Yes
26,Travel_Frequently,Research & Development,2,3,Male,1,Research Scientist,1,Married,2042,Yes,14,3,1,6,3,1,Yes
34,Travel_Rarely,Sales,10,4,Female,1,Sales Representative,3,Married,2220,Yes,19,3,1,1,1,0,No
28,Travel_Rarely,Sales,10,1,Male,1,Sales Representative,2,Married,1052,No,22,4,0,1,1,0,No
38,Travel_Frequently,Research & Development,3,4,Male,1,Research Scientist,3,Married,2821,No,16,3,1,8,2,2,No
50,Travel_Rarely,Research & Development,2,4,Male,5,Research Director,3,Married,19237,Yes,11,3,1,29,8,7,No
37,Travel_Rarely,Research & Development,3,3,Female,2,Healthcare Representative,2,Single,4107,No,15,3,0,8,4,0,No
40,Travel_Rarely,Sales,26,3,Male,2,Sales Executive,1,Married,8396,No,14,3,1,8,7,7,No
26,Travel_Frequently,Research & Development,1,1,Female,1,Research Scientist,3,Divorced,2007,No,13,3,2,5,5,1,No
46,Travel_Rarely,Research & Development,1,4,Male,5,Research Director,4,Divorced,19627,No,17,3,2,23,2,2,No
54,Travel_Rarely,Sales,2,4,Female,3,Sales Executive,3,Married,10686,No,11,3,1,13,9,7,No
56,Travel_Frequently,Research & Development,9,3,Female,1,Research Scientist,3,Married,2942,No,19,3,1,18,5,0,No
36,Travel_Rarely,Research & Development,12,5,Female,3,Manufacturing Director,4,Single,8858,No,11,3,0,15,14,7,No
55,Non-Travel,Research & Development,2,1,Male,4,Manager,1,Single,16756,No,15,3,0,31,9,6,No
43,Travel_Rarely,Sales,25,3,Male,3,Sales Executive,4,Divorced,10798,No,13,3,1,18,1,0,No
20,Travel_Frequently,Sales,9,3,Female,1,Sales Representative,4,Single,2323,Yes,14,3,0,2,2,0,Yes
21,Travel_Rarely,Research & Development,10,3,Female,1,Laboratory Technician,1,Single,1416,No,13,3,0,1,1,1,Yes
46,Travel_Rarely,Research & Development,8,4,Female,2,Research Scientist,1,Divorced,4615,Yes,23,4,3,19,16,1,No
51,Travel_Rarely,Research & Development,4,4,Male,1,Research Scientist,3,Married,2461,Yes,12,3,3,18,10,2,Yes
28,Non-Travel,Research & Development,24,2,Male,3,Healthcare Representative,1,Single,8722,No,12,3,0,10,10,1,Yes
26,Travel_Rarely,Research & Development,1,2,Male,1,Laboratory Technician,1,Married,3955,No,16,3,2,6,5,1,No
30,Travel_Rarely,Research & Development,20,3,Male,2,Manufacturing Director,1,Married,9957,No,15,3,1,7,6,0,No
41,Travel_Rarely,Research & Development,7,2,Female,1,Research Scientist,3,Married,3376,No,13,3,0,10,10,0,No
38,Travel_Rarely,Research & Development,17,1,Female,3,Healthcare Representative,3,Married,8823,No,18,3,1,20,19,1,No
40,Travel_Rarely,Research & Development,20,4,Male,3,Healthcare Representative,4,Married,10322,No,20,4,1,14,11,11,No
27,Non-Travel,Research & Development,8,5,Male,1,Laboratory Technician,3,Married,4621,No,19,3,3,3,3,1,No
55,Travel_Frequently,Research & Development,2,1,Male,3,Manufacturing Director,2,Married,10976,No,18,3,1,23,3,1,No
28,Travel_Rarely,Research & Development,10,3,Female,2,Research Scientist,3,Single,3660,No,13,3,0,10,8,1,No
44,Travel_Rarely,Human Resources,1,2,Male,3,Human Resources,1,Married,10482,No,14,3,1,24,20,3,Yes
33,Travel_Rarely,Research & Development,5,3,Male,3,Healthcare Representative,4,Divorced,7119,No,15,3,1,9,3,1,No
35,Travel_Rarely,Sales,4,3,Male,3,Sales Executive,1,Single,9582,Yes,22,4,0,9,8,4,Yes
33,Travel_Frequently,Research & Development,29,4,Female,2,Research Scientist,3,Single,4508,No,22,4,0,14,13,3,Yes
28,Travel_Rarely,Research & Development,15,2,Male,1,Laboratory Technician,3,Divorced,2207,No,16,3,1,4,4,2,No
34,Travel_Frequently,Research & Development,3,1,Male,2,Healthcare Representative,4,Single,7756,No,17,3,0,7,6,0,No
37,Travel_Rarely,Sales,10,4,Female,2,Sales Executive,4,Divorced,6694,Yes,14,3,3,8,1,0,No
25,Travel_Rarely,Research & Development,4,1,Male,1,Laboratory Technician,4,Married,3691,Yes,15,3,1,7,7,5,Yes
26,Travel_Rarely,Research & Development,21,3,Male,1,Laboratory Technician,3,Divorced,2377,No,20,4,1,1,1,0,Yes
33,Travel_Rarely,Research & Development,25,3,Male,1,Research Scientist,2,Single,2313,Yes,20,4,0,5,2,2,Yes
42,Travel_Rarely,Research & Development,2,2,Male,4,Manager,1,Married,17665,No,17,3,1,23,22,13,No
28,Travel_Frequently,Research & Development,1,3,Male,1,Laboratory Technician,2,Divorced,2596,No,15,3,2,1,1,0,Yes
50,Travel_Frequently,Sales,1,4,Male,2,Sales Executive,3,Single,4728,Yes,14,3,0,5,0,0,Yes
33,Travel_Frequently,Sales,7,3,Female,2,Sales Executive,2,Married,4302,No,17,3,1,4,3,0,No
34,Non-Travel,Research & Development,3,4,Male,1,Research Scientist,4,Married,2979,No,17,3,3,6,0,0,No
48,Non-Travel,Research & Development,1,4,Male,4,Manager,4,Single,16885,No,22,4,0,27,5,2,No
45,Non-Travel,Sales,9,4,Female,2,Sales Executive,3,Married,5593,No,13,3,1,15,15,4,No
52,Travel_Rarely,Research & Development,7,4,Male,3,Healthcare Representative,2,Single,10445,No,19,3,0,18,8,4,No
38,Travel_Rarely,Sales,10,4,Male,3,Sales Executive,3,Divorced,8740,Yes,14,3,2,9,8,2,No
29,Travel_Rarely,Research & Development,28,4,Female,1,Research Scientist,4,Divorced,2514,No,22,4,1,11,7,1,No
28,Travel_Rarely,Research & Development,3,3,Female,3,Manufacturing Director,2,Divorced,7655,No,17,3,3,10,9,1,No
46,Travel_Rarely,Sales,3,1,Male,4,Manager,3,Married,17465,No,12,3,1,23,12,4,No
38,Travel_Rarely,Sales,2,2,Male,3,Sales Executive,2,Single,7351,No,16,3,0,10,1,0,No
43,Travel_Frequently,Research & Development,27,3,Female,3,Manufacturing Director,1,Married,10820,No,11,3,1,18,8,0,No
39,Travel_Frequently,Research & Development,2,3,Male,4,Healthcare Representative,4,Divorced,12169,No,11,3,3,21,18,11,Yes
40,Travel_Rarely,Research & Development,14,3,Male,5,Research Director,3,Single,19626,No,14,3,0,21,20,4,No
21,Travel_Rarely,Research & Development,1,1,Female,1,Research Scientist,2,Single,2070,Yes,11,3,0,2,2,2,No
39,Non-Travel,Research & Development,9,3,Male,2,Laboratory Technician,2,Single,6782,No,15,3,0,9,5,0,No
36,Non-Travel,Research & Development,18,4,Male,2,Manufacturing Director,4,Single,7779,No,20,4,0,18,11,0,No
31,Travel_Frequently,Sales,20,3,Male,1,Sales Representative,4,Married,2791,No,12,3,1,3,2,2,No
28,Travel_Rarely,Research & Development,2,1,Male,1,Research Scientist,2,Married,3201,No,17,3,0,6,5,0,No
35,Travel_Frequently,Sales,11,2,Male,2,Sales Executive,4,Divorced,4968,No,11,3,1,5,5,0,No
49,Travel_Rarely,Sales,8,4,Male,4,Sales Executive,2,Married,13120,No,17,3,1,22,9,2,No
34,Travel_Frequently,Research & Development,2,2,Male,2,Manufacturing Director,3,Single,4033,No,11,3,0,5,3,0,No
29,Travel_Frequently,Research & Development,10,3,Female,1,Research Scientist,2,Divorced,3291,No,14,3,2,8,7,1,No
42,Travel_Rarely,Research & Development,29,3,Male,2,Laboratory Technician,4,Single,4272,No,19,3,0,16,1,0,No
29,Travel_Rarely,Research & Development,8,1,Male,2,Manufacturing Director,4,Married,5056,Yes,15,3,1,10,10,1,No
38,Travel_Rarely,Human Resources,1,3,Male,1,Human Resources,3,Married,2844,No,13,3,1,7,7,5,No
28,Travel_Frequently,Research & Development,6,3,Male,1,Research Scientist,3,Divorced,2703,Yes,14,3,1,3,3,0,No
18,Non-Travel,Research & Development,8,1,Male,1,Laboratory Technician,3,Single,1904,No,12,3,0,0,0,0,Yes
33,Travel_Rarely,Sales,9,4,Female,2,Sales Executive,1,Single,8224,Yes,17,3,0,6,5,0,Yes
41,Travel_Rarely,Research & Development,12,4,Male,1,Laboratory Technician,4,Married,4766,Yes,11,3,1,6,1,0,No
31,Travel_Frequently,Research & Development,15,3,Male,1,Laboratory Technician,3,Married,2610,No,12,3,1,2,2,2,Yes
37,Travel_Rarely,Research & Development,25,2,Female,2,Healthcare Representative,4,Divorced,5731,No,13,3,2,9,6,1,No
27,Travel_Rarely,Research & Development,6,3,Male,1,Research Scientist,3,Married,2539,No,13,3,1,4,4,2,No
34,Travel_Rarely,Sales,9,1,Female,2,Sales Executive,3,Married,5714,No,20,4,0,6,6,1,No
35,Travel_Rarely,Human Resources,8,4,Male,1,Human Resources,3,Single,4323,No,17,3,0,6,5,1,No
29,Travel_Rarely,Sales,23,1,Female,3,Sales Executive,1,Married,7336,No,13,3,1,11,11,3,Yes
40,Travel_Frequently,Research & Development,9,4,Female,3,Research Director,3,Single,13499,No,17,3,0,20,18,2,No
42,Travel_Frequently,Sales,12,3,Male,4,Sales Executive,1,Single,13758,Yes,12,3,0,22,21,13,Yes
42,Travel_Rarely,Sales,4,4,Male,2,Sales Executive,1,Single,5155,No,13,3,0,9,6,1,No
35,Travel_Rarely,Research & Development,1,4,Male,1,Laboratory Technician,3,Married,2258,No,12,3,1,10,8,1,No
24,Travel_Rarely,Research & Development,24,3,Male,1,Laboratory Technician,2,Single,3597,No,22,4,0,6,4,1,No
28,Travel_Rarely,Research & Development,12,1,Female,1,Laboratory Technician,4,Married,2515,Yes,11,3,0,1,1,0,Yes
26,Travel_Rarely,Research & Development,3,4,Male,1,Laboratory Technician,4,Married,4420,No,22,4,1,8,8,0,No
30,Travel_Rarely,Sales,10,3,Male,2,Sales Executive,3,Married,6578,No,18,3,1,10,10,1,No
40,Travel_Frequently,Research & Development,26,2,Female,2,Research Scientist,4,Married,4422,Yes,13,3,1,16,1,0,No
35,Travel_Rarely,Research & Development,2,3,Male,3,Manufacturing Director,2,Divorced,10274,No,18,3,1,15,7,6,No
34,Travel_Frequently,Research & Development,1,3,Male,2,Healthcare Representative,1,Single,5343,No,20,4,0,14,13,4,No
35,Travel_Frequently,Research & Development,4,4,Male,1,Laboratory Technician,4,Married,2376,No,13,3,1,2,2,2,No
43,Travel_Rarely,Sales,9,3,Female,2,Sales Executive,3,Single,5346,No,13,3,0,7,4,1,Yes
32,Non-Travel,Sales,2,1,Female,1,Sales Representative,1,Divorced,2827,No,12,3,3,1,1,0,No
56,Travel_Rarely,Research & Development,4,4,Female,5,Manager,1,Divorced,19943,No,13,3,1,28,5,4,No
29,Travel_Rarely,Research & Development,6,1,Female,1,Laboratory Technician,4,Married,3131,No,13,3,1,10,10,0,No
19,Travel_Rarely,Research & Development,9,2,Male,1,Research Scientist,1,Single,2552,No,25,4,0,1,1,0,No
45,Travel_Rarely,Research & Development,7,3,Female,1,Research Scientist,3,Married,4477,Yes,19,3,1,7,3,0,No
37,Travel_Rarely,Research & Development,1,3,Female,2,Manufacturing Director,4,Married,6474,No,13,3,1,14,14,3,No
20,Travel_Rarely,Research & Development,3,3,Male,1,Laboratory Technician,3,Single,3033,No,12,3,0,2,2,1,No
44,Travel_Rarely,Research & Development,10,4,Male,1,Research Scientist,3,Single,2936,Yes,11,3,0,6,6,0,Yes
53,Travel_Rarely,Research & Development,7,2,Female,5,Manager,3,Divorced,18606,No,18,3,1,26,7,4,No
29,Travel_Rarely,Research & Development,15,1,Female,1,Research Scientist,4,Married,2168,Yes,18,3,1,6,5,1,No
22,Travel_Frequently,Research & Development,3,4,Male,1,Research Scientist,4,Married,2853,Yes,11,3,1,1,0,0,Yes
46,Travel_Rarely,Sales,2,3,Female,4,Manager,1,Married,17048,No,23,4,0,28,26,15,No
44,Non-Travel,Research & Development,17,3,Male,1,Research Scientist,3,Single,2290,No,13,3,0,6,0,0,No
33,Travel_Rarely,Human Resources,2,3,Male,1,Human Resources,3,Married,3600,No,13,3,1,5,5,1,No
41,Non-Travel,Research & Development,5,2,Male,1,Research Scientist,1,Divorced,2107,No,17,3,1,5,1,0,Yes
30,Travel_Rarely,Sales,29,4,Male,2,Sales Executive,1,Divorced,4115,No,19,3,3,8,4,0,No
40,Travel_Frequently,Sales,2,4,Male,2,Sales Executive,2,Married,4327,No,12,3,3,5,0,0,No
50,Travel_Frequently,Research & Development,2,3,Female,4,Manager,1,Married,17856,No,22,4,1,32,2,2,No
28,Travel_Rarely,Research & Development,19,4,Male,1,Laboratory Technician,1,Married,3196,No,12,3,3,6,6,3,No
46,Travel_Rarely,Research & Development,15,2,Male,5,Research Director,2,Married,19081,No,11,3,1,25,4,0,No
35,Travel_Rarely,Sales,17,4,Male,2,Sales Executive,1,Married,8966,Yes,15,3,3,15,7,1,No
24,Travel_Rarely,Research & Development,17,2,Female,1,Laboratory Technician,2,Married,2210,No,13,3,1,1,1,0,Yes
33,Travel_Frequently,Sales,25,3,Female,2,Sales Executive,3,Married,4539,No,12,3,1,10,10,0,No
36,Travel_Rarely,Research & Development,6,4,Male,1,Laboratory Technician,3,Divorced,2741,No,14,3,1,7,7,1,No
30,Travel_Rarely,Research & Development,7,4,Male,2,Laboratory Technician,3,Divorced,3491,No,13,3,3,10,10,8,No
44,Travel_Rarely,Research & Development,29,4,Male,2,Research Scientist,4,Single,4541,No,25,4,0,20,20,13,No
20,Travel_Rarely,Sales,21,3,Male,1,Sales Representative,4,Single,2678,No,17,3,0,2,2,2,No
46,Travel_Rarely,Research & Development,2,4,Male,2,Manufacturing Director,4,Divorced,7379,No,11,3,1,12,6,1,No
42,Non-Travel,Human Resources,2,5,Male,2,Human Resources,1,Married,6272,No,16,3,1,10,4,0,No
60,Travel_Rarely,Sales,7,4,Male,2,Sales Executive,4,Divorced,5220,Yes,18,3,1,12,11,1,No
32,Travel_Frequently,Research & Development,13,3,Female,1,Laboratory Technician,2,Married,2743,No,20,4,1,2,2,2,No
32,Travel_Frequently,Research & Development,2,2,Female,2,Research Scientist,3,Single,4998,Yes,14,3,0,10,8,0,No
36,Travel_Rarely,Research & Development,1,3,Female,3,Manufacturing Director,1,Divorced,10252,Yes,21,4,1,17,7,7,No
33,Travel_Rarely,Research & Development,9,3,Male,1,Research Scientist,4,Married,2781,No,13,3,1,15,14,4,No
40,Travel_Rarely,Sales,10,3,Female,2,Sales Executive,2,Divorced,6852,No,12,3,1,7,5,1,No
25,Travel_Rarely,Sales,10,4,Male,2,Sales Executive,4,Single,4950,No,14,3,0,5,4,1,No
30,Travel_Rarely,Research & Development,1,3,Male,1,Research Scientist,2,Married,3579,Yes,21,4,1,12,11,5,No
42,Travel_Frequently,Research & Development,26,5,Female,3,Research Director,1,Married,13191,Yes,17,3,0,20,1,0,No
35,Non-Travel,Sales,8,2,Female,3,Sales Executive,4,Married,10377,Yes,11,3,1,16,13,4,No
27,Travel_Rarely,Research & Development,14,3,Male,1,Research Scientist,1,Married,2235,Yes,14,3,2,9,9,6,No
54,Travel_Frequently,Research & Development,1,4,Female,3,Manufacturing Director,3,Divorced,10502,No,17,3,1,33,5,1,No
44,Travel_Rarely,Research & Development,2,1,Female,1,Research Scientist,4,Married,2011,No,13,3,1,10,10,7,No
19,Non-Travel,Research & Development,10,3,Female,1,Research Scientist,2,Single,1859,Yes,25,4,0,1,1,0,Yes
29,Travel_Rarely,Research & Development,1,3,Female,1,Research Scientist,4,Divorced,3760,No,15,3,3,3,3,1,No
54,Travel_Rarely,Research & Development,3,3,Male,4,Research Director,4,Married,17779,No,14,3,0,36,10,0,No
31,Travel_Rarely,Research & Development,11,2,Male,2,Healthcare Representative,1,Married,6833,Yes,12,3,0,6,6,0,No
31,Travel_Rarely,Research & Development,24,3,Female,2,Healthcare Representative,1,Single,6812,No,19,3,0,10,10,1,No
59,Travel_Rarely,Sales,3,3,Female,2,Sales Executive,4,Single,5171,No,17,3,0,13,6,0,No
43,Travel_Rarely,Research & Development,3,3,Male,5,Research Director,4,Married,19740,No,14,3,1,25,8,0,No
49,Travel_Rarely,Research & Development,4,2,Male,5,Manager,3,Married,18711,No,13,3,1,23,1,0,No
36,Travel_Frequently,Research & Development,3,3,Male,1,Research Scientist,2,Married,3692,No,12,3,0,12,11,0,No
48,Travel_Rarely,Research & Development,2,2,Male,1,Laboratory Technician,2,Single,2559,No,11,3,0,7,1,0,No
27,Travel_Rarely,Research & Development,4,2,Male,1,Research Scientist,3,Divorced,2517,No,11,3,3,5,5,0,No
29,Travel_Rarely,Research & Development,7,3,Male,2,Healthcare Representative,4,Divorced,6623,Yes,11,3,2,6,6,1,No
48,Travel_Rarely,Research & Development,1,3,Male,5,Research Director,4,Single,18265,No,12,3,0,25,1,0,No
29,Travel_Rarely,Research & Development,1,3,Female,4,Research Director,4,Divorced,16124,No,14,3,2,9,7,1,No
34,Travel_Rarely,Research & Development,20,3,Female,1,Research Scientist,3,Married,2585,No,17,3,0,2,1,0,No
44,Travel_Rarely,Sales,5,3,Male,5,Manager,2,Married,18213,No,11,3,1,26,22,3,No
33,Travel_Rarely,Sales,10,5,Male,3,Sales Executive,3,Divorced,8380,Yes,14,3,2,10,9,0,No
19,Travel_Rarely,Research & Development,25,3,Female,1,Research Scientist,4,Single,2994,Yes,12,3,0,1,1,0,No
23,Travel_Rarely,Research & Development,1,2,Male,1,Research Scientist,3,Married,1223,No,22,4,1,1,1,0,No
25,Travel_Frequently,Sales,24,1,Male,1,Sales Representative,4,Single,1118,Yes,14,3,0,1,1,1,Yes
26,Travel_Rarely,Research & Development,4,2,Male,1,Research Scientist,4,Single,2875,Yes,20,4,0,8,8,2,No
45,Travel_Rarely,Sales,2,3,Female,5,Manager,2,Single,18824,Yes,16,3,0,26,24,1,Yes
55,Non-Travel,Research & Development,8,1,Male,4,Healthcare Representative,2,Divorced,13577,Yes,15,3,1,34,33,15,No
21,Travel_Frequently,Research & Development,10,2,Female,1,Laboratory Technician,3,Single,2625,No,20,4,0,2,2,2,Yes
46,Travel_Rarely,Sales,4,2,Female,5,Manager,2,Married,18789,No,14,3,1,26,11,0,No
34,Travel_Rarely,Sales,2,3,Female,2,Sales Executive,1,Single,4538,Yes,12,3,0,4,3,0,No
51,Travel_Frequently,Sales,9,3,Male,5,Manager,2,Divorced,19847,Yes,24,4,1,31,29,11,No
59,Travel_Rarely,Research & Development,18,4,Male,3,Manufacturing Director,4,Single,10512,No,12,3,0,25,9,5,No
34,Travel_Frequently,Research & Development,19,3,Female,2,Laboratory Technician,2,Divorced,4444,No,13,3,2,15,11,5,No
28,Travel_Frequently,Research & Development,1,4,Male,1,Laboratory Technician,3,Single,2154,Yes,11,3,0,5,4,0,No
44,Travel_Rarely,Research & Development,4,2,Male,5,Manager,1,Divorced,19190,No,14,3,2,26,25,14,No
34,Travel_Frequently,Human Resources,11,3,Male,2,Human Resources,2,Married,4490,No,11,3,2,14,10,1,No
35,Travel_Rarely,Research & Development,6,1,Male,1,Research Scientist,3,Married,3506,Yes,14,3,0,4,3,2,No
42,Travel_Rarely,Research & Development,7,4,Female,2,Research Scientist,2,Married,2372,Yes,16,3,0,18,1,0,No
43,Travel_Rarely,Sales,4,4,Female,3,Sales Executive,4,Single,10231,No,14,3,0,23,21,15,No
36,Travel_Rarely,Research & Development,2,4,Female,2,Manufacturing Director,2,Single,5410,Yes,11,3,0,18,16,5,No
44,Travel_Rarely,Research & Development,15,3,Female,3,Healthcare Representative,4,Married,7978,No,11,3,1,10,10,0,Yes
28,Travel_Frequently,Research & Development,2,3,Male,1,Laboratory Technician,4,Married,3867,Yes,12,3,1,2,2,2,No
51,Travel_Frequently,Research & Development,6,2,Female,1,Laboratory Technician,3,Single,2838,No,14,3,0,8,7,7,No
30,Non-Travel,Research & Development,9,2,Female,2,Manufacturing Director,3,Single,4695,Yes,18,3,0,10,8,1,No
29,Travel_Rarely,Research & Development,7,3,Female,1,Laboratory Technician,3,Divorced,3339,Yes,13,3,2,10,7,7,Yes
28,Travel_Rarely,Research & Development,1,3,Male,1,Research Scientist,1,Single,2080,No,11,3,0,5,3,1,No
25,Travel_Rarely,Research & Development,1,3,Female,1,Research Scientist,2,Single,2096,No,18,3,0,2,2,2,No
32,Travel_Rarely,Sales,8,3,Male,2,Sales Executive,4,Married,6209,No,15,3,2,10,10,0,No
45,Travel_Frequently,Research & Development,25,3,Female,5,Manager,2,Single,18061,No,22,4,0,22,0,0,No
39,Travel_Rarely,Research & Development,13,4,Female,4,Manager,2,Divorced,17123,Yes,13,3,2,21,19,15,No
58,Travel_Rarely,Research & Development,23,4,Male,1,Research Scientist,3,Divorced,2372,No,12,3,2,2,2,2,No
32,Travel_Rarely,Research & Development,7,2,Male,2,Laboratory Technician,3,Married,4883,No,18,3,1,10,10,1,Yes
39,Travel_Rarely,Research & Development,23,3,Male,1,Research Scientist,1,Single,3904,No,13,3,0,6,5,0,Yes
30,Travel_Rarely,Research & Development,6,3,Female,2,Laboratory Technician,4,Married,4627,No,12,3,1,10,9,6,No
36,Travel_Rarely,Research & Development,10,4,Female,3,Healthcare Representative,3,Married,7094,No,12,3,0,10,7,1,No
46,Travel_Rarely,Human Resources,1,2,Female,1,Human Resources,1,Single,3423,No,12,3,0,10,7,5,No
28,Non-Travel,Research & Development,1,3,Female,2,Laboratory Technician,4,Married,6674,No,11,3,3,10,9,7,No
50,Travel_Rarely,Research & Development,28,3,Female,4,Research Director,1,Married,16880,Yes,11,3,0,25,3,1,No
40,Travel_Rarely,Sales,25,4,Male,3,Sales Executive,2,Single,9094,Yes,12,3,0,9,5,1,Yes
52,Travel_Rarely,Sales,5,3,Male,3,Sales Executive,2,Single,8446,Yes,19,3,0,10,8,7,Yes
30,Travel_Rarely,Research & Development,17,4,Female,3,Manager,1,Married,11916,Yes,23,4,2,9,9,0,No
39,Travel_Rarely,Research & Development,18,2,Male,2,Manufacturing Director,3,Single,4534,No,11,3,0,9,8,1,No
31,Non-Travel,Sales,2,4,Female,3,Sales Executive,3,Divorced,9852,Yes,19,3,1,10,10,9,No
41,Non-Travel,Sales,10,2,Male,2,Sales Executive,2,Single,6151,No,13,3,0,19,19,11,No
